Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number,Printing_Year,Printing_Month,Processing Time (Days),Quality Control Result (Printing)_Binary,Quality Control Result (Embedding)_Binary,Quality Control Result (Personalization)_Binary,Total QC Passes
Batch_464,JO_00464,2022-08-14 11:26:00,Operator_34,UV Ink,Composite Materials,23.0,644.0,219.0,425.0,271.0,373.0,Match_Poor,Pass,Pass,Pass,Pass,2022-08-24 02:06:00,Operator_54,Type3,1.0,Chip_933202,Pass,Pass,Pass,UMTS,Key_4304,Serial_9330,ICCID_614123,Operator_111,Pass,Pass,Pass,Log_58807,PO-0044,2022,8,9,1.0,1,1.0,3.0
Batch_465,JO_00465,2022-08-14 23:08:00,Operator_32,UV Ink,Composite Materials,25.0,875.0,327.0,548.0,753.0,122.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-08-20 15:29:00,Operator_96,Type3,3.0,Chip_424744,Pass,Pass,Pass,GPRS,Key_4304,Serial_9492,ICCID_294685,Operator_116,Pass,Pass,Pass,Log_73964,PO-0045,2022,8,5,1.0,1,1.0,3.0
Batch_466,JO_00466,2022-08-15 10:49:00,Operator_48,Metallic Ink,Composite Materials,47.0,1410.0,497.0,1242.0,1113.0,470.0,Match_Good,Pass,Pass,Pass,Pass,2022-08-23 11:46:00,Operator_54,Type2,4.0,Chip_531623,Pass,Pass,Pass,GSM,Key_4032,Serial_3904,ICCID_980987,Operator_147,Pass,Pass,Pass,Log_16858,PO-0046,2022,8,8,1.0,1,1.0,3.0
Batch_467,JO_00467,2022-08-15 22:30:00,Operator_25,Offset Ink,PET,48.0,1296.0,1270.0,26.0,1113.0,13.0,Match_Poor,Pass,Pass,Pass,Pass,2022-08-23 08:47:00,Operator_80,Type3,2.0,Chip_383880,Pass,Pass,Pass,GPRS,Key_3825,Serial_1528,ICCID_996815,Operator_138,Pass,Pass,Pass,Log_42119,PO-0047,2022,8,7,1.0,1,1.0,3.0
Batch_468,JO_00468,2022-08-16 10:11:00,Operator_40,Metallic Ink,PVC,35.0,1050.0,904.0,146.0,319.0,657.625,Match_Good,Pass,Pass,Pass,Pass,2022-08-19 22:51:00,Operator_98,Type2,3.0,Chip_634462,Pass,Pass,Pass,GPRS,Key_3086,Serial_7335,ICCID_567410,Operator_109,Pass,Pass,Pass,Log_18329,PO-0048,2022,8,3,1.0,1,1.0,3.0
Batch_469,JO_00469,2022-08-16 21:53:00,Operator_45,Offset Ink,PVC,35.0,1365.0,802.0,563.0,579.0,657.625,Match_Poor,Pass,Pass,Pass,Pass,2022-08-25 07:46:00,Operator_78,Type3,2.0,Chip_277519,Pass,Pass,Fail,GPRS,Key_8227,Serial_4705,ICCID_586876,Operator_104,Pass,Pass,Pass,Log_26978,PO-0049,2022,8,8,1.0,1,1.0,3.0
Batch_470,JO_00470,2022-08-17 09:34:00,Operator_1,UV Ink,PET,10.0,380.0,367.0,13.0,343.0,37.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-27 06:21:00,Operator_81,Type1,4.0,Chip_541965,Pass,Pass,Pass,GSM,Key_3655,Serial_7350,ICCID_655113,Operator_145,Pass,Pass,Pass,Log_41031,PO-0050,2022,8,9,1.0,1,1.0,3.0
Batch_471,JO_00471,2022-08-17 21:15:00,Operator_16,Offset Ink,Composite Materials,41.0,943.0,479.0,464.0,309.0,634.0,Match_Good,Pass,Pass,Pass,Pass,2022-08-20 05:31:00,Operator_83,Type1,1.0,Chip_929367,Pass,Pass,Pass,UMTS,Key_1225,Serial_1106,ICCID_203273,Operator_140,Pass,Pass,Pass,Log_53329,PO-0051,2022,8,2,1.0,1,1.0,3.0
Batch_472,JO_00472,2022-08-18 08:56:00,Operator_39,Metallic Ink,PVC,24.0,936.0,496.0,440.0,625.0,311.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-23 06:30:00,Operator_69,Type3,4.0,Chip_210149,Pass,Pass,Pass,GSM,Key_3966,Serial_6452,ICCID_966685,Operator_135,Pass,Pass,Pass,Log_12812,PO-0052,2022,8,4,1.0,1,1.0,3.0
Batch_473,JO_00473,2022-08-18 20:38:00,Operator_5,Metallic Ink,PET,30.0,870.0,677.0,193.0,208.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2022-08-26 14:08:00,Operator_60,Type1,4.0,Chip_136232,Pass,Pass,Pass,GSM,Key_3527,Serial_2861,ICCID_716673,Operator_123,Pass,Pass,Pass,Log_96028,PO-0053,2022,8,7,1.0,1,1.0,3.0
Batch_474,JO_00474,2022-08-19 08:19:00,Operator_22,UV Ink,PET,27.0,864.0,276.0,588.0,381.0,483.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-08-25 04:29:00,Operator_75,Type2,4.0,Chip_645738,Pass,Pass,Pass,GPRS,Key_7549,Serial_9233,ICCID_124178,Operator_124,Pass,Pass,Pass,Log_61239,PO-0054,2022,8,5,1.0,1,1.0,3.0
Batch_475,JO_00475,2022-08-19 20:00:00,Operator_29,Offset Ink,PVC,39.0,1410.0,410.0,1111.0,1113.0,81.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-26 16:09:00,Operator_87,Type1,0.0,Chip_680085,Pass,Pass,Pass,GSM,Key_8125,Serial_7867,ICCID_759858,Operator_104,Pass,Pass,Pass,Log_82256,PO-0055,2022,8,6,1.0,1,1.0,3.0
Batch_476,JO_00476,2022-08-20 07:42:00,Operator_3,Offset Ink,PVC,22.0,726.0,604.0,122.0,518.0,208.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-30 04:26:00,Operator_63,Type2,3.0,Chip_905230,Pass,Pass,Pass,GSM,Key_3390,Serial_6954,ICCID_435959,Operator_130,Pass,Pass,Pass,Log_68061,PO-0056,2022,8,9,1.0,1,1.0,3.0
Batch_477,JO_00477,2022-08-20 19:23:00,Operator_12,Offset Ink,Composite Materials,33.0,693.0,197.0,496.0,578.0,115.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-23 22:56:00,Operator_56,Type3,2.0,Chip_242446,Pass,Pass,Pass,GPRS,Key_7866,Serial_9322,ICCID_458625,Operator_140,Pass,Pass,Pass,Log_65439,PO-0057,2022,8,3,1.0,1,1.0,3.0
Batch_478,JO_00478,2022-08-21 07:04:00,Operator_26,UV Ink,Composite Materials,39.0,897.0,873.0,24.0,618.0,279.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-28 07:50:00,Operator_80,Type3,1.0,Chip_454564,Pass,Pass,Pass,UMTS,Key_3837,Serial_7648,ICCID_441983,Operator_132,Pass,Pass,Pass,Log_82878,PO-0058,2022,8,7,1.0,1,1.0,3.0
Batch_479,JO_00479,2022-08-21 18:45:00,Operator_16,Offset Ink,PVC,11.0,314.0,277.0,9.0,212.0,74.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-08-30 15:43:00,Operator_73,Type1,2.0,Chip_951527,Pass,Pass,Pass,GSM,Key_8101,Serial_9164,ICCID_233441,Operator_138,Pass,Pass,Pass,Log_31093,PO-0059,2022,8,8,1.0,1,1.0,3.0
Batch_480,JO_00480,2022-08-22 06:27:00,Operator_37,Metallic Ink,Composite Materials,28.0,1064.0,894.0,170.0,431.0,633.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-08-24 10:30:00,Operator_86,Type3,0.0,Chip_559839,Pass,Pass,Pass,GPRS,Key_6853,Serial_8629,ICCID_107743,Operator_134,Pass,Pass,Pass,Log_91926,PO-0060,2022,8,2,1.0,1,1.0,3.0
Batch_481,JO_00481,2022-08-22 18:08:00,Operator_22,Offset Ink,PET,34.0,1224.0,758.0,466.0,1113.0,68.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-26 07:43:00,Operator_66,Type3,1.0,Chip_295251,Pass,Pass,Pass,UMTS,Key_6141,Serial_5998,ICCID_515583,Operator_134,Pass,Pass,Pass,Log_14112,PO-0021,2022,8,3,1.0,1,1.0,3.0
Batch_482,JO_00482,2022-08-23 05:49:00,Operator_29,UV Ink,Composite Materials,23.0,805.0,582.0,223.0,279.0,526.0,Match_Good,Pass,Pass,Pass,Pass,2022-08-30 02:28:00,Operator_58,Type2,0.0,Chip_103874,Pass,Pass,Pass,UMTS,Key_1638,Serial_2643,ICCID_556519,Operator_131,Pass,Pass,Pass,Log_75002,PO-0022,2022,8,6,1.0,1,1.0,3.0
Batch_483,JO_00483,2022-08-23 17:30:00,Operator_14,Offset Ink,Composite Materials,15.0,480.0,226.0,254.0,252.0,228.0,Match_Poor,Pass,Pass,Pass,Pass,2022-09-01 13:56:00,Operator_66,Type2,2.0,Chip_929939,Pass,Pass,Pass,UMTS,Key_2915,Serial_7787,ICCID_113420,Operator_131,Pass,Pass,Pass,Log_51431,PO-0023,2022,8,8,1.0,1,1.0,3.0
Batch_484,JO_00484,2022-08-24 05:12:00,Operator_28,Offset Ink,PET,21.0,777.0,334.0,443.0,601.0,176.0,Match_Good,Pass,Pass,Pass,Pass,2022-08-30 21:35:00,Operator_61,Type3,1.0,Chip_328411,Pass,Pass,Pass,UMTS,Key_1025,Serial_1788,ICCID_563228,Operator_132,Pass,Pass,Pass,Log_23200,PO-0024,2022,8,6,1.0,1,1.0,3.0
Batch_485,JO_00485,2022-08-24 16:53:00,Operator_5,Metallic Ink,Composite Materials,29.0,899.0,745.0,154.0,822.0,77.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-28 13:45:00,Operator_51,Type1,2.0,Chip_971512,Pass,Pass,Pass,GSM,Key_8683,Serial_2240,ICCID_451165,Operator_136,Pass,Pass,Pass,Log_98528,PO-0025,2022,8,3,1.0,1,1.0,3.0
Batch_486,JO_00486,2022-08-25 04:34:00,Operator_47,Offset Ink,PET,32.0,640.0,217.0,423.0,361.0,279.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-08-31 09:47:00,Operator_72,Type1,3.0,Chip_237571,Pass,Pass,Pass,GSM,Key_2580,Serial_5488,ICCID_512596,Operator_122,Pass,Pass,Pass,Log_40069,PO-0026,2022,8,6,1.0,1,1.0,3.0
Batch_487,JO_00487,2022-08-25 16:16:00,Operator_49,Metallic Ink,Composite Materials,39.0,1326.0,653.0,673.0,885.0,441.0,Match_Fair,Pass,Pass,Fail,Pass,2022-09-02 09:26:00,Operator_68,Type1,0.0,Chip_240656,Pass,Pass,Pass,GPRS,Key_1386,Serial_7155,ICCID_471912,Operator_119,Pass,Pass,Pass,Log_24057,PO-0027,2022,8,7,1.0,1,1.0,3.0
Batch_488,JO_00488,2022-08-26 03:57:00,Operator_30,Metallic Ink,PVC,39.0,858.0,327.0,531.0,197.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2022-08-30 10:04:00,Operator_86,Type3,3.0,Chip_528677,Pass,Pass,Pass,GSM,Key_6852,Serial_3359,ICCID_181814,Operator_145,Pass,Pass,Pass,Log_26712,PO-0028,2022,8,4,1.0,1,1.0,3.0
Batch_489,JO_00489,2022-08-26 15:38:00,Operator_46,UV Ink,Composite Materials,47.0,1175.0,837.0,338.0,650.0,525.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-02 05:59:00,Operator_61,Type1,3.0,Chip_430583,Pass,Pass,Pass,GSM,Key_6249,Serial_5612,ICCID_720918,Operator_135,Pass,Pass,Pass,Log_57490,PO-0029,2022,8,6,1.0,1,1.0,3.0
Batch_490,JO_00490,2022-08-27 03:19:00,Operator_5,Metallic Ink,PVC,39.0,1287.0,320.0,967.0,902.0,385.0,Match_Good,Pass,Pass,Pass,Pass,2022-08-30 06:14:00,Operator_70,Type1,2.0,Chip_292374,Pass,Pass,Pass,GSM,Key_5580,Serial_9126,ICCID_682428,Operator_138,Pass,Pass,Pass,Log_29628,PO-0030,2022,8,3,1.0,1,1.0,3.0
Batch_491,JO_00491,2022-08-27 15:01:00,Operator_12,Metallic Ink,PVC,39.0,975.0,394.0,581.0,186.0,657.625,Match_Poor,Pass,Pass,Pass,Pass,2022-08-29 15:20:00,Operator_60,Type3,2.0,Chip_161844,Pass,Pass,Pass,UMTS,Key_9128,Serial_4548,ICCID_666342,Operator_142,Pass,Pass,Pass,Log_92618,PO-0031,2022,8,2,1.0,1,1.0,3.0
Batch_492,JO_00492,2022-08-28 02:42:00,Operator_16,UV Ink,PVC,45.0,900.0,429.0,471.0,598.0,302.0,Match_Fair,Pass,Pass,Pass,Pass,2022-08-30 06:22:00,Operator_98,Type2,4.0,Chip_433731,Pass,Pass,Pass,GSM,Key_9302,Serial_2818,ICCID_930852,Operator_115,Pass,Pass,Pass,Log_26313,PO-0032,2022,8,2,1.0,1,1.0,3.0
Batch_493,JO_00493,2022-08-28 14:23:00,Operator_26,Metallic Ink,PVC,43.0,1410.0,1306.125,97.0,559.0,657.625,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-02 05:14:00,Operator_60,Type2,4.0,Chip_868017,Pass,Pass,Pass,GPRS,Key_8401,Serial_2638,ICCID_410567,Operator_138,Pass,Pass,Pass,Log_66317,PO-0033,2022,8,4,1.0,1,1.0,3.0
Batch_494,JO_00494,2022-08-29 02:04:00,Operator_26,UV Ink,PVC,25.0,625.0,425.0,200.0,293.0,332.0,Match_Poor,Pass,Pass,Pass,Pass,2022-09-05 04:05:00,Operator_87,Type3,1.0,Chip_276495,Pass,Pass,Pass,GSM,Key_7033,Serial_2299,ICCID_506687,Operator_108,Pass,Pass,Pass,Log_54063,PO-0034,2022,8,7,1.0,1,1.0,3.0
Batch_495,JO_00495,2022-08-29 13:46:00,Operator_48,Offset Ink,PET,33.0,891.0,230.0,661.0,690.0,201.0,Match_Poor,Pass,Fail,Pass,Pass,2022-09-05 03:52:00,Operator_72,Type2,2.0,Chip_547744,Pass,Pass,Pass,UMTS,Key_9757,Serial_9831,ICCID_186786,Operator_132,Pass,Pass,Pass,Log_15442,PO-0035,2022,8,6,1.0,1,1.0,3.0
Batch_496,JO_00496,2022-08-30 01:27:00,Operator_21,UV Ink,PET,23.0,782.0,565.0,217.0,775.0,7.0,Match_Poor,Pass,Pass,Pass,Pass,2022-09-06 07:43:00,Operator_61,Type1,0.0,Chip_722812,Pass,Pass,Pass,GPRS,Key_5990,Serial_1284,ICCID_352425,Operator_136,Pass,Pass,Pass,Log_98832,PO-0036,2022,8,7,1.0,1,1.0,3.0
Batch_497,JO_00497,2022-08-30 13:08:00,Operator_39,Metallic Ink,PET,35.0,1155.0,566.0,589.0,1030.0,125.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-07 09:50:00,Operator_85,Type3,2.0,Chip_827312,Pass,Pass,Pass,UMTS,Key_5760,Serial_7435,ICCID_738397,Operator_137,Pass,Pass,Pass,Log_73591,PO-0037,2022,8,7,1.0,1,1.0,3.0
Batch_498,JO_00498,2022-08-31 00:49:00,Operator_36,UV Ink,PVC,17.0,595.0,331.0,264.0,540.0,55.0,Match_Fair,Pass,Pass,Pass,Pass,2022-09-07 11:17:00,Operator_59,Type3,2.0,Chip_365156,Pass,Pass,Pass,GSM,Key_3238,Serial_9839,ICCID_631623,Operator_130,Pass,Pass,Pass,Log_61207,PO-0038,2022,8,7,1.0,1,1.0,3.0
Batch_499,JO_00499,2022-08-31 12:31:00,Operator_33,Metallic Ink,Composite Materials,23.0,897.0,549.0,348.0,793.0,104.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-02 20:57:00,Operator_65,Type2,3.0,Chip_140312,Pass,Pass,Pass,GPRS,Key_8054,Serial_4229,ICCID_348436,Operator_148,Pass,Pass,Pass,Log_48685,PO-0039,2022,8,2,1.0,1,1.0,3.0
Batch_500,JO_00500,2022-09-01 00:12:00,Operator_30,Offset Ink,PET,40.0,1400.0,518.0,882.0,648.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2022-09-06 07:13:00,Operator_69,Type3,3.0,Chip_924566,Pass,Fail,Pass,UMTS,Key_6933,Serial_8356,ICCID_135756,Operator_123,Pass,Pass,Pass,Log_20466,PO-0040,2022,9,5,1.0,1,1.0,3.0
Batch_501,JO_00501,2022-09-01 11:53:00,Operator_37,UV Ink,Composite Materials,11.0,418.0,370.0,48.0,272.0,146.0,Match_Good,Pass,Pass,Pass,Pass,2022-09-09 18:53:00,Operator_87,Type3,4.0,Chip_910865,Pass,Pass,Fail,UMTS,Key_4097,Serial_4323,ICCID_152818,Operator_143,Pass,Pass,Pass,Log_18410,PO-0041,2022,9,8,1.0,1,1.0,3.0
Batch_502,JO_00502,2022-09-01 23:35:00,Operator_23,Offset Ink,Composite Materials,13.0,314.0,200.0,60.0,239.0,21.0,Match_Poor,Pass,Fail,Pass,Pass,2022-09-07 04:02:00,Operator_56,Type1,1.0,Chip_705573,Pass,Pass,Pass,UMTS,Key_5205,Serial_8161,ICCID_555000,Operator_107,Pass,Pass,Pass,Log_17606,PO-0042,2022,9,5,1.0,1,1.0,3.0
Batch_503,JO_00503,2022-09-02 11:16:00,Operator_10,Metallic Ink,PVC,10.0,314.0,176.0,54.0,217.0,13.0,Match_Fair,Pass,Passed,Pass,Pass,2022-09-08 22:34:00,Operator_86,Type3,1.0,Chip_580825,Pass,Pass,Pass,GSM,Key_9083,Serial_2014,ICCID_230798,Operator_122,Pass,Pass,Pass,Log_44871,PO-0043,2022,9,6,1.0,1,1.0,3.0
Batch_504,JO_00504,2022-09-02 22:57:00,Operator_5,Metallic Ink,PVC,29.0,841.0,566.0,275.0,672.0,169.0,Match_Good,Pass,Pass,fail,Pass,2022-09-09 12:57:00,Operator_94,Type3,2.0,Chip_224150,Pass,Pass,Pass,GSM,Key_3498,Serial_6805,ICCID_198789,Operator_136,Pass,Pass,Pass,Log_97500,PO-0044,2022,9,6,1.0,1,1.0,3.0
Batch_505,JO_00505,2022-09-03 10:38:00,Operator_36,Offset Ink,PVC,23.0,897.0,607.0,290.0,715.0,182.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-11 22:39:00,Operator_55,Type3,0.0,Chip_333644,Pass,Pass,Pass,GPRS,Key_9980,Serial_3833,ICCID_324941,Operator_139,Pass,Pass,Pass,Log_71189,PO-0045,2022,9,8,1.0,1,1.0,3.0
Batch_506,JO_00506,2022-09-03 22:20:00,Operator_34,UV Ink,PET,49.0,1410.0,171.0,1591.5,1113.0,125.0,Match_Poor,Pass,Pass,Pass,Pass,2022-09-09 15:37:00,Operator_53,Type3,3.0,Chip_383975,Pass,Pass,Pass,UMTS,Key_3721,Serial_3640,ICCID_836434,Operator_128,Pass,Pass,Pass,Log_28079,PO-0046,2022,9,5,1.0,1,1.0,3.0
Batch_507,JO_00507,2022-09-04 10:01:00,Operator_31,UV Ink,PVC,34.0,714.0,304.0,410.0,658.0,56.0,Match_Fair,Pass,Pass,Pass,Pass,2022-09-06 22:20:00,Operator_60,Type2,0.0,Chip_874266,Pass,Pass,Pass,UMTS,Key_2011,Serial_9297,ICCID_938794,Operator_112,Pass,Pass,Pass,Log_22098,PO-0047,2022,9,2,1.0,1,1.0,3.0
Batch_508,JO_00508,2022-09-04 21:42:00,Operator_10,Metallic Ink,PET,34.0,782.0,315.0,467.0,346.0,436.0,Match_Poor,Pass,Pass,Pass,Pass,2022-09-13 20:04:00,Operator_63,Type3,3.0,Chip_945528,Pass,Pass,Pass,GPRS,Key_2524,Serial_3590,ICCID_171885,Operator_103,Pass,Pass,Pass,Log_87379,PO-0048,2022,9,8,1.0,1,1.0,3.0
Batch_509,JO_00509,2022-09-05 09:23:00,Operator_19,Offset Ink,PET,12.0,408.0,348.0,60.0,319.0,89.0,Match_Poor,Pass,Pass,Pass,Pass,2022-09-13 08:58:00,Operator_54,Type1,2.0,Chip_426098,Pass,Pass,Pass,UMTS,Key_4608,Serial_8543,ICCID_470354,Operator_145,Pass,Pass,Pass,Log_65323,PO-0049,2022,9,7,1.0,1,1.0,3.0
Batch_510,JO_00510,2022-09-05 21:05:00,Operator_32,Offset Ink,PET,14.0,322.0,177.0,145.0,273.0,49.0,Match_Poor,Pass,Pass,Pass,Pass,2022-09-10 00:00:00,Operator_90,Type2,1.0,Chip_543003,Pass,Pass,Pass,GSM,Key_5288,Serial_7374,ICCID_254590,Operator_138,Pass,Pass,Pass,Log_84092,PO-0050,2022,9,4,1.0,1,1.0,3.0
Batch_511,JO_00511,2022-09-06 08:46:00,Operator_1,UV Ink,PET,47.0,1410.0,1306.125,141.0,1113.0,261.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-11 09:53:00,Operator_83,Type3,2.0,Chip_373199,Pass,Pass,Pass,GSM,Key_7943,Serial_5052,ICCID_304676,Operator_144,Pass,Pass,Pass,Log_36326,PO-0051,2022,9,5,1.0,1,1.0,3.0
Batch_512,JO_00512,2022-09-06 20:27:00,Operator_5,UV Ink,PVC,35.0,1190.0,373.0,817.0,755.0,435.0,Match_Poor,Pass,Pass,Pass,Pass,2022-09-10 09:10:00,Operator_84,Type2,3.0,Chip_332113,Pass,Pass,Fail,GPRS,Key_9959,Serial_3230,ICCID_360714,Operator_136,Pass,Pass,Pass,Log_19814,PO-0052,2022,9,3,1.0,1,1.0,3.0
Batch_513,JO_00513,2022-09-07 08:08:00,Operator_45,UV Ink,PET,49.0,1410.0,868.0,945.0,1113.0,606.0,Match_Fair,Pass,Pass,failed,Pass,2022-09-16 09:43:00,Operator_86,Type3,1.0,Chip_285574,Pass,Pass,Pass,UMTS,Key_2390,Serial_1925,ICCID_222779,Operator_121,Pass,Pass,Pass,Log_91730,PO-0053,2022,9,9,1.0,1,1.0,3.0
Batch_514,JO_00514,2022-09-07 19:50:00,Operator_4,Offset Ink,PVC,47.0,1222.0,228.0,994.0,785.0,437.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-12 13:12:00,Operator_83,Type3,0.0,Chip_506839,Pass,Pass,Pass,GSM,Key_6282,Serial_3705,ICCID_863346,Operator_122,Pass,Pass,Pass,Log_12942,PO-0054,2022,9,4,1.0,1,1.0,3.0
Batch_515,JO_00515,2022-09-08 07:31:00,Operator_16,UV Ink,PVC,47.0,1410.0,1202.0,396.0,1113.0,6.0,Match_Good,Pass,Pass,Pass,Pass,2022-09-17 16:00:00,Operator_71,Type2,0.0,Chip_692520,Pass,Pass,Pass,GSM,Key_3999,Serial_3992,ICCID_533184,Operator_123,Pass,Pass,Pass,Log_42244,PO-0055,2022,9,9,1.0,1,1.0,3.0
Batch_516,JO_00516,2022-09-08 19:12:00,Operator_24,UV Ink,PET,13.0,390.0,389.0,1.0,195.0,195.0,Match_Fair,Pass,Pass,Pass,Pass,2022-09-12 03:49:00,Operator_89,Type2,4.0,Chip_718489,Pass,Pass,Pass,UMTS,Key_5367,Serial_5361,ICCID_921377,Operator_107,Pass,Pass,Pass,Log_47655,PO-0056,2022,9,3,1.0,1,1.0,3.0
Batch_517,JO_00517,2022-09-09 06:54:00,Operator_16,Metallic Ink,PVC,16.0,608.0,493.0,115.0,462.0,146.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-14 23:40:00,Operator_55,Type2,0.0,Chip_896123,Pass,Pass,Pass,GPRS,Key_9735,Serial_6659,ICCID_187669,Operator_107,Pass,Pass,Pass,Log_58392,PO-0057,2022,9,5,1.0,1,1.0,3.0
Batch_518,JO_00518,2022-09-09 18:35:00,Operator_2,UV Ink,Composite Materials,39.0,1053.0,336.0,717.0,311.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2022-09-13 00:24:00,Operator_95,Type2,4.0,Chip_176989,Pass,Pass,Pass,GSM,Key_6358,Serial_2376,ICCID_177905,Operator_121,Pass,Pass,Pass,Log_33808,PO-0058,2022,9,3,1.0,1,1.0,3.0
Batch_519,JO_00519,2022-09-10 06:16:00,Operator_49,UV Ink,PVC,39.0,780.0,506.0,274.0,763.0,17.0,Match_Fair,Pass,Pass,Pass,Pass,2022-09-16 16:57:00,Operator_63,Type1,1.0,Chip_649364,Pass,Pass,Pass,GSM,Key_8556,Serial_5582,ICCID_128781,Operator_144,Pass,Pass,Pass,Log_73927,PO-0059,2022,9,6,1.0,1,1.0,3.0
Batch_520,JO_00520,2022-09-10 17:57:00,Operator_28,Offset Ink,PVC,28.0,616.0,564.0,52.0,483.0,133.0,Match_Good,Pass,Pass,Pass,Fail,2022-09-13 03:41:00,Operator_90,Type2,2.0,Chip_920856,Pass,Pass,Pass,UMTS,Key_6129,Serial_1913,ICCID_992937,Operator_114,Pass,Pass,Pass,Log_58196,PO-0060,2022,9,2,1.0,1,1.0,3.0
Batch_521,JO_00521,2022-09-11 05:39:00,Operator_32,Offset Ink,PET,48.0,1152.0,548.0,604.0,1083.0,69.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-09-17 12:37:00,Operator_67,Type1,2.0,Chip_512958,Pass,Pass,Pass,GPRS,Key_1327,Serial_6994,ICCID_995717,Operator_142,Pass,Pass,Pass,Log_73449,PO-0021,2022,9,6,1.0,1,1.0,3.0
Batch_522,JO_00522,2022-09-11 17:20:00,Operator_27,Metallic Ink,PET,44.0,1410.0,1067.0,561.0,772.0,657.625,Match_Poor,Pass,Pass,Pass,Pass,2022-09-15 22:40:00,Operator_60,Type3,1.0,Chip_630752,Pass,Pass,Pass,GSM,Key_6710,Serial_3952,ICCID_928117,Operator_107,Pass,Pass,Pass,Log_93953,PO-0022,2022,9,4,1.0,1,1.0,3.0
Batch_523,JO_00523,2022-09-12 05:01:00,Operator_20,UV Ink,PVC,49.0,1410.0,960.0,559.0,865.0,654.0,Match_Fair,Pass,Pass,Pass,Pass,2022-09-15 03:23:00,Operator_60,Type3,1.0,Chip_593628,Pass,Pass,Pass,UMTS,Key_6907,Serial_8387,ICCID_835770,Operator_105,Pass,Pass,Pass,Log_76679,PO-0023,2022,9,2,1.0,1,1.0,3.0
Batch_524,JO_00524,2022-09-12 16:42:00,Operator_24,Metallic Ink,PET,42.0,1302.0,411.0,891.0,1113.0,160.0,Match_Fair,Pass,Pass,Pass,Pass,2022-09-17 14:32:00,Operator_52,Type2,3.0,Chip_830249,Pass,Pass,Pass,GSM,Key_5440,Serial_8867,ICCID_295482,Operator_137,Pass,Pass,Pass,Log_86212,PO-0024,2022,9,4,1.0,1,1.0,3.0
Batch_525,JO_00525,2022-09-13 04:24:00,Operator_12,Offset Ink,Composite Materials,42.0,1410.0,1077.0,519.0,1113.0,430.0,Match_Fair,Pass,Pass,Pass,Pass,2022-09-21 17:04:00,Operator_88,Type3,0.0,Chip_427805,Pass,Pass,Pass,GSM,Key_7233,Serial_3713,ICCID_552053,Operator_119,Pass,Pass,Pass,Log_56491,PO-0025,2022,9,8,1.0,1,1.0,3.0
Batch_526,JO_00526,2022-09-13 16:05:00,Operator_35,Metallic Ink,Composite Materials,23.0,644.0,329.0,315.0,231.0,413.0,Match_Fair,Pass,Pass,Fail,Pass,2022-09-23 07:39:00,Operator_71,Type1,0.0,Chip_857439,Pass,Pass,Pass,GSM,Key_3499,Serial_6104,ICCID_299316,Operator_125,Pass,Pass,Pass,Log_80023,PO-0026,2022,9,9,1.0,1,1.0,3.0
